"","sample_number","sample_name","samplename_sequencing_manifest","final_libary_names","dship_operation","niskin.bottle","description","Est_depth","Other_Depth_m","Bottle_Depth_m","Bottle_Temp","Bottle_Salinity","type","date_filtered","volume_filtered","rna_shield","filtered_by","field_box_cell","location_field","notes","sample_conc_ng.ul","extracted.by","extracted.on","final_storage_box_cell","sequencing_job","sequencing_run_plate_well","sequencing_notes","sequencing_job_2","sample_sequencing2_manifest2","sequencing2_run_plate_well","sequencing2_notes","libraryname_pro","libraryname_euk","proQC","eukQC"
"20191204_flowthrough__18S.exp.",76,"20191204_flowthrough","20191204_flowthrough_","20191204_flowthrough_","PS122/1_10-86 UWS_PS","","04.12.2019 13:00","11 m",11,NA,NA,NA,"FT_DNA","20191204","1000","no","Jessie","1_64","JBCOLD_1","","0.699","emelia",20201109,"1_64","2012220-1","1_1_F4","","","","","","20191204_flowthrough__16S.exp.","20191204_flowthrough__18S.exp.",NA,NA
"20191202_FYI_bottom10cm__18S.exp.",77,"20191202_FYI_bottom10cm","20191202_FYI_bottom10cm_","20191202_FYI_bottom10cm_","PS122/1_10-19 SI_corer_9cm FYI 20191202","","FYI core 10cm bottom","",NA,NA,NA,NA,"ICE","20191204","520","no","Jessie","1_65","JBCOLD_1","","4.09","emelia",20201109,"1_65","2012220-1","1_1_F5","","","","","","20191202_FYI_bottom10cm__16S.exp.","20191202_FYI_bottom10cm__18S.exp.",NA,NA
"20191205_flowthrough__18S.exp.",78,"20191205_flowthrough","20191205_flowthrough_","20191205_flowthrough_","PS122/1_10-87 UWS_PS","","05.12.2019 16:30","11 m",11,NA,NA,NA,"FT_DNA","20191205","1000","no","Jessie","1_66","JBCOLD_1","","0.852","emelia",20201109,"1_66","2012220-1","1_1_F6","","","","","","20191205_flowthrough__16S.exp.","20191205_flowthrough__18S.exp.",NA,NA
"20191206_CTD_PSW__18S.exp.",79,"20191206_CTD_PSW","20191206_CTD_PSW_","20191206_CTD_PSW_","PS122/1_10-60 CTD_SBE9plus_321","23","","PSW",NA,9.932,-1.756,32.1996,"CTD","20191206","1000","no","Jessie","1_67","JBCOLD_1","","0.728","emelia",20201109,"1_67","2012220-1","1_1_F7","","","","","","20191206_CTD_PSW__16S.exp.","20191206_CTD_PSW__18S.exp.",NA,NA
"20191206_CTD_chlmax__18S.exp.",80,"20191206_CTD_chlmax","20191206_CTD_chlmax_","20191206_CTD_chlmax_","PS122/1_10-60 CTD_SBE9plus_321","21","","chlmax",NA,20.113,-1.7646,32.2023,"CTD","20191206","1000","no","Jessie","1_68","JBCOLD_1","","1.51","emelia",20201109,"1_68","2012220-1","1_1_F8","","","","","","20191206_CTD_chlmax__16S.exp.","20191206_CTD_chlmax__18S.exp.",NA,NA
"2019118_coring_FYI_10cmbott__18S.exp.",81,"2019118_coring_FYI_10cmbott","20191206_CTD_100m_","2019118_coring_FYI_10cmbott_","PS122/1_8-2 SI_corer_9cm FYI20191118","","","",NA,NA,NA,NA,"ICE","20191119","","no","","","","","0.723","emelia",20201109,"1_69","2012220-1","1_1_F9","needs to be resequenced due to naming issue"," A21604-1","2019118_coring_FYI_10cmbott_","1_1_B10","","2019118_coring_FYI_10cmbott__16S.exp.","2019118_coring_FYI_10cmbott__18S.exp.",NA,"A"
"20191206_CTD_100m__18S.exp.",82,"20191206_CTD_100m","20191206_CTD_100m_","20191206_CTD_100m_","PS122/1_10-60 CTD_SBE9plus_321","19","","100m",NA,101.054,-0.9642,34.4461,"CTD","20191206","1000","no","Jessie","2_1","JBCOLD_1","404","0.563","emelia",20201111,"1_70","2012220-1","1_1_F10","needs to be resequenced due to naming issue"," A21604-1","20191206_CTD_100m_","1_1_B11","","20191206_CTD_100m__16S.exp.","20191206_CTD_100m__18S.exp.",NA,NA
"20191206_CTD_150m__18S.exp.",83,"20191206_CTD_150m","20191206_CTD_150m_","20191206_CTD_150m_","PS122/1_10-60 CTD_SBE9plus_321","18","","150m",NA,151.586,0.6356,34.719,"CTD","20191206","1000","no","Jessie","2_2","JBCOLD_1","","1.36","emelia",20201111,"1_71","2012220-1","1_1_F11","","","","","","20191206_CTD_150m__16S.exp.","20191206_CTD_150m__18S.exp.",NA,NA
"20191206_CTD_Tmax__18S.exp.",84,"20191206_CTD_Tmax","20191206_CTD_Tmax_","20191206_CTD_Tmax_","PS122/1_10-60 CTD_SBE9plus_321","4","","Tmax",NA,354.123,1.3707,34.9086,"CTD","20191206","1000","no","Jessie","2_3","JBCOLD_1","","1.23","emelia",20201111,"1_72","2012220-1","1_1_F12","","","","","","20191206_CTD_Tmax__16S.exp.","20191206_CTD_Tmax__18S.exp.",NA,NA
"20191206_CTD_500m__18S.exp.",85,"20191206_CTD_500m","20191206_CTD_500m_","20191206_CTD_500m_","PS122/1_10-60 CTD_SBE9plus_321","1","","500m",NA,506.334,0.9585,34.9036,"CTD","20191206","1000","no","Jessie","2_4","JBCOLD_1","","0.739","emelia",20201111,"1_73","2012220-1","1_1_G1","","","","","","20191206_CTD_500m__16S.exp.","20191206_CTD_500m__18S.exp.",NA,NA
"20191206_flowthrough__18S.exp.",89,"20191206_flowthrough","20191206_flowthrough_","20191206_flowthrough_","PS122/1_10-88 UWS_PS","","06.12.2019 10:30","11 m",11,NA,NA,NA,"FT_DNA","20191206","1000","no","Jessie","2_5","JBCOLD_1","","3.41","emelia",20201111,"1_74","2012220-1","1_1_G2","","","","","","20191206_flowthrough__16S.exp.","20191206_flowthrough__18S.exp.",NA,NA
"20191207_flowthrough__18S.exp.",90,"20191207_flowthrough","20191207_flowthrough_","20191207_flowthrough_","PS122/1_10-89 UWS_PS","","07.12.2019 10:00","11 m",11,NA,NA,NA,"FT_DNA","20191207","1000","no","Jessie","2_6","JBCOLD_1","","3.19","emelia",20201111,"1_75","2012220-1","1_1_G3","","","","","","20191207_flowthrough__16S.exp.","20191207_flowthrough__18S.exp.",NA,NA
"20191208_flowthrough__18S.exp.",91,"20191208_flowthrough","20191208_flowthrough_","20191208_flowthrough_","PS122/1_10-109 UWS_PS","","08.12.2019 14:00","11 m",11,NA,NA,NA,"FT_DNA","20191208","1000","no","Jessie","2_7","JBCOLD_1","","3.79","emelia",20201111,"1_76","2012220-1","1_1_G4","needs to be resequenced due to bad library build"," A21604-1","20191208_flowthrough_","1_1_C5","","20191208_flowthrough__16S.exp.","20191208_flowthrough__18S.exp.",NA,"B"
"20191209_flowthrough__18S.exp.",92,"20191209_flowthrough","20191209_flowthrough_","20191209_flowthrough_","PS122/1_11-2 UWS_PS","","09.12.2019 09:30","11 m",11,NA,NA,NA,"FT_DNA","20191209","1000","no","Jessie","2_8","JBCOLD_1","","2.17","emelia",20201111,"1_77","2012220-1","1_1_G5","","","","","","20191209_flowthrough__16S.exp.","20191209_flowthrough__18S.exp.",NA,NA
"20191210_flowthrough__18S.exp.",93,"20191210_flowthrough","20191210_flowthrough_","20191210_flowthrough_","PS122/1_11-14 UWS_PS","","10.12.2019 15:45","11 m",11,NA,NA,NA,"FT_DNA","20191210","1000","no","Jessie","2_9","JBCOLD_1","","3.51","emelia",20201111,"1_78","2012220-1","1_1_G6","","","","","","20191210_flowthrough__16S.exp.","20191210_flowthrough__18S.exp.",NA,NA
"20191211_flowthrough__18S.exp.",94,"20191211_flowthrough","20191211_flowthrough_","20191211_flowthrough_","PS122/1_11-26 UWS_PS","","11.12.2019 12:00","11 m",11,NA,NA,NA,"FT_DNA","20191211","1000","no","Jessie","2_10","JBCOLD_1","","2.6","emelia",20201111,"1_79","2012220-1","1_1_G7","needs to be resequenced due to bad library build"," A21604-1","20191211_flowthrough_","1_1_C6","","20191211_flowthrough__16S.exp.","20191211_flowthrough__18S.exp.",NA,"B"
"20191212_flowthrough__18S.exp.",95,"20191212_flowthrough","20191212_flowthrough_","20191212_flowthrough_","PS122/1_11-36 UWS_PS","","12.12.2019 13:00","11 m",11,NA,NA,NA,"FT_DNA","20191212","1000","no","Jessie","2_11","JBCOLD_1","","3.68","emelia",20201111,"1_80","2012220-1","1_1_G8","needs to be resequenced due to bad library build"," A21604-1","20191212_flowthrough_","1_1_C7","","20191212_flowthrough__16S.exp.","20191212_flowthrough__18S.exp.",NA,"B"
"20191213_flowthrough__18S.exp.",96,"20191213_flowthrough","20191213_flowthrough_","20191213_flowthrough_","PS122/1_11-48 UWS_PS","","13.12.2019 07:30","11 m",11,NA,NA,NA,"FT_DNA","20191213","1000","no","Jessie","2_12","JBCOLD_1","","2.99","emelia",20201111,"1_81","2012220-1","1_1_G9","","","","","","20191213_flowthrough__16S.exp.","20191213_flowthrough__18S.exp.",NA,NA
"20200220_flowthrough__18S.exp.",97,"20200220_flowthrough","20200220_flowthrough_","20200220_flowthrough_","PS122/2_25-57 seawatertap_ps","","20.02.2020 11:10","11 m",11,NA,NA,NA,"FT_DNA","20200220","1000","no","Ellen","2_13","JBCOLD_1","","4.1","emelia",20201111,"2_1","2012220-1","1_1_G10","needs to be resequenced due to bad library build"," A21604-1","20200220_flowthrough_","1_1_C8","","20200220_flowthrough__16S.exp.","20200220_flowthrough__18S.exp.",NA,"A"
"20200222_flowthrough__18S.exp.",98,"20200222_flowthrough","20200222_flowthrough_","20200222_flowthrough_","PS122/2_25-98 seawatertap_ps","","22.02.2020 14:59","11 m",11,NA,NA,NA,"FT_DNA","20200222","1000","no","Ellen","2_14","JBCOLD_1","","3.22","emelia",20201111,"2_2","2012220-1","1_1_G11","","","","","","20200222_flowthrough__16S.exp.","20200222_flowthrough__18S.exp.",NA,NA
"20200224_flowthrough__18S.exp.",99,"20200224_flowthrough","20200224_flowthrough_","20200224_flowthrough_","PS122/3_29-80 seawatertap_ps","","24.02.2020 09:00","11 m",11,NA,NA,NA,"FT_DNA","20200224","1000","no","Ellen","2_15","JBCOLD_1","","4.11","emelia",20201111,"2_3","2012220-1","1_1_G12","","","","","","20200224_flowthrough__16S.exp.","20200224_flowthrough__18S.exp.",NA,NA
"20200227_flowthrough__18S.exp.",100,"20200227_flowthrough","20200227_flowthrough_","20200227_flowthrough_","PS122/3_29-36 seawatertap_ps","","27.02.2020 06:29","11 m",11,NA,NA,NA,"FT_DNA","20200227","1000","no","Ellen","2_16","JBCOLD_1","","3.18","emelia",20201111,"2_4","2012220-1","1_1_H1","","","","","","20200227_flowthrough__16S.exp.","20200227_flowthrough__18S.exp.",NA,NA
"20200229_flowthrough__18S.exp.",101,"20200229_flowthrough","20200229_flowthrough_","20200229_flowthrough_","PS122/3_29-78 seawatertap_ps","","29.02.2020 12:45","11 m",11,NA,NA,NA,"FT_DNA","20200229","1000","no","Jeff","2_17","JBCOLD_1","","1.66","emelia",20201111,"2_5","2012220-1","1_1_H2","","","","","","20200229_flowthrough__16S.exp.","20200229_flowthrough__18S.exp.",NA,NA
"20200301_flowthrough__18S.exp.",102,"20200301_flowthrough","20200301_flowthrough_","20200301_flowthrough_","PS122/3_29-89 seawatertap_ps","","01.03.2020 11:19","11 m",11,NA,NA,NA,"FT_DNA","20200301","1000","no","Jeff","2_18","JBCOLD_1","","2.64","emelia",20201111,"2_6","2012220-1","1_1_H3","","","","","","20200301_flowthrough__16S.exp.","20200301_flowthrough__18S.exp.",NA,NA
"20200302_flowthrough__18S.exp.",103,"20200302_flowthrough","20200302_flowthrough_","20200302_flowthrough_","PS122/3_30-15 seawatertap_ps","","02.03.2020 11:21","11 m",11,NA,NA,NA,"FT_DNA","20200302","1000","no","Jeff","2_19","JBCOLD_1","","2.45","emelia",20201111,"2_7","2012220-1","1_1_H4","","","","","","20200302_flowthrough__16S.exp.","20200302_flowthrough__18S.exp.",NA,NA
"20200303_flowthrough__18S.exp.",104,"20200303_flowthrough","20200303_flowthrough_","20200303_flowthrough_","PS122/3_30-51 seawatertap_ps","","03.03.2020 13:05","11 m",11,NA,NA,NA,"FT_DNA","20200303","1000","no","Jeff","2_20","JBCOLD_1","","1.96","emelia",20201111,"2_8","2012220-1","1_1_H5","","","","","","20200303_flowthrough__16S.exp.","20200303_flowthrough__18S.exp.",NA,NA
"20200304_flowthrough__18S.exp.",105,"20200304_flowthrough","20200304_flowthrough_","20200304_flowthrough_","PS122/3_30-63 seawatertap_ps","","04.03.2020 18:30","11 m",11,NA,NA,NA,"FT_DNA","20200304","1000","no","Jeff","2_21","JBCOLD_1","","1.79","emelia",20201111,"2_9","2012220-1","1_1_H6","","","","","","20200304_flowthrough__16S.exp.","20200304_flowthrough__18S.exp.",NA,NA
"20200305_flowthrough__18S.exp.",106,"20200305_flowthrough","20200305_flowthrough_","20200305_flowthrough_","PS122/3_30-49 seawatertap_ps","","05.03.2020 10:00","11 m",11,NA,NA,NA,"FT_DNA","20200305","1000","no","Jeff","2_22","JBCOLD_1","","2.05","emelia",20201111,"2_10","2012220-1","1_1_H7","needs to be resequenced due to bad library build"," A21604-1","20200305_flowthrough_","1_1_C9","","20200305_flowthrough__16S.exp.","20200305_flowthrough__18S.exp.",NA,"B"
"20200306_flowthrough__18S.exp.",107,"20200306_flowthrough","20200306_flowthrough_","20200306_flowthrough_","PS122/3_30-50 seawatertap_ps","","06.03.2020 18:00","11 m",11,NA,NA,NA,"FT_DNA","20200306","1000","no","Jeff","2_23","JBCOLD_1","","2.41","emelia",20201111,"2_11","2012220-1","1_1_H8","needs to be resequenced due to bad library build"," A21604-1","20200306_flowthrough_","1_1_C10","","20200306_flowthrough__16S.exp.","20200306_flowthrough__18S.exp.",NA,"B"
"20200307_flowthrough__18S.exp.",108,"20200307_flowthrough","20200307_flowthrough_","20200307_flowthrough_","PS122/3_30-80 seawatertap_ps","","07.03.2020 19:36","11 m",11,NA,NA,NA,"FT_DNA","20200307","1000","no","Jeff","2_24","JBCOLD_1","","2.06","emelia",20201111,"2_12","2012220-1","1_1_H9","","","","","","20200307_flowthrough__16S.exp.","20200307_flowthrough__18S.exp.",NA,NA
"20200308_flowthrough__18S.exp.",109,"20200308_flowthrough","20200308_flowthrough_","20200308_flowthrough_","PS122/3_30-93 seawatertap_ps","","08.03.2020 20:19","11 m",11,NA,NA,NA,"FT_DNA","20200308","1000","no","Jeff","2_25","JBCOLD_1","","1.35","emelia",20201111,"2_13","2012220-1","1_1_H10","needs to be resequenced due to bad library build"," A21604-1","20200308_flowthrough_","1_1_C11","","20200308_flowthrough__16S.exp.","20200308_flowthrough__18S.exp.",NA,"B"
"20200309_flowthrough__18S.exp.",110,"20200309_flowthrough","20200309_flowthrough_","20200309_flowthrough_","PS122/3_31-14 seawatertap_ps","","09.03.2020 18:52","11 m",11,NA,NA,NA,"FT_DNA","20200309","1000","no","Jeff","2_26","JBCOLD_1","","1.45","emelia",20201111,"2_14","2012220-1","1_1_H11","needs to be resequenced due to bad library build"," A21604-1","20200309_flowthrough_","1_1_D2","","20200309_flowthrough__16S.exp.","20200309_flowthrough__18S.exp.",NA,"B"
"20200310_flowthrough__18S.exp.",111,"20200310_flowthrough","20200310_flowthrough_","20200310_flowthrough_","PS122/3_31-27 seawatertap_ps","","10.03.2020 20:09","11 m",11,NA,NA,NA,"FT_DNA","20200310","1000","no","Jeff","3","JBCOLD_1","","1.41","emelia",20201111,"2_15","2012220-1","1_1_H12","","","","","","20200310_flowthrough__16S.exp.","20200310_flowthrough__18S.exp.",NA,NA
"20200311_flowthrough__18S.exp.",112,"20200311_flowthrough","20200311_flowthrough_","20200311_flowthrough_","PS122/3_31-40 seawatertap_ps","","11.03.2020 20:00","11 m",11,NA,NA,NA,"FT_DNA","20200311","1000","no","Jeff","3","JBCOLD_1","","1.27","emelia",20201111,"2_16","2012220-1","1_2_A1","","","","","","20200311_flowthrough__16S.exp.","20200311_flowthrough__18S.exp.",NA,NA
"20200305_OC_5m_DNA__18S.exp.",113,"20200305_OC_5m_DNA","20200305_OC_5m_DNA_","20200305_OC_5m_DNA_","PS122/3_30-38 CTD_SBE9plus_935","","methox T0","PSW",NA,5.057,-1.8139,33.098,"CTD","20200305","1000","no","Jeff","2","JBCOLD_1","","0.534","emelia",20201111,"2_17","2012220-1","1_2_A2","","","","","","20200305_OC_5m_DNA__16S.exp.","20200305_OC_5m_DNA__18S.exp.",NA,NA
"20200306_CTD_N1_4200__18S.exp.",115,"20200306_CTD_N1_4200","20200306_CTD_N1_4200_","20200306_CTD_N1_4200_","PS122/3_30-53 CTD_SBE9plus_321","1","","bottom",NA,4325.393,-0.636,34.9446,"CTD","20200306","1000","no","Jeff","2","JBCOLD_1","","0.406","emelia",20201111,"2_18","2012220-1","1_2_A3","","","","","","20200306_CTD_N1_4200__16S.exp.","20200306_CTD_N1_4200__18S.exp.",NA,NA
"20200306_CTD_N7_1000__18S.exp.",116,"20200306_CTD_N7_1000","20200306_CTD_N7_1000_","20200306_CTD_N7_1000_","PS122/3_30-53 CTD_SBE9plus_321","7","","deep Arctic",NA,1014.139,-0.1292,34.9049,"CTD","20200306","1000","no","Jeff","2","JBCOLD_1","","0.558","emelia",20201111,"2_19","2012220-1","1_2_A4","","","","","","20200306_CTD_N7_1000__16S.exp.","20200306_CTD_N7_1000__18S.exp.",NA,NA
"20200306_CTD_N11_275__18S.exp.",117,"20200306_CTD_N11_275","20200306_CTD_N11_275_","20200306_CTD_N11_275_","PS122/3_30-53 CTD_SBE9plus_321","11","","Tmax",NA,354.747,1.1629,34.8932,"CTD","20200306","1000","no","Jeff","2","JBCOLD_1","","0.928","emelia",20201111,"2_20","2012220-1","1_2_A5","","","","","","20200306_CTD_N11_275__16S.exp.","20200306_CTD_N11_275__18S.exp.",NA,NA
"20200306_CTD_N13_150__18S.exp.",118,"20200306_CTD_N13_150","20200306_CTD_N13_150_","20200306_CTD_N13_150_","PS122/3_30-53 CTD_SBE9plus_321","13","","halocline",NA,152.076,-0.6422,34.4468,"CTD","20200306","1000","no","Jeff","2","JBCOLD_1","","1.25","emelia",20201111,"2_21","2012220-1","1_2_A6","","","","","","20200306_CTD_N13_150__16S.exp.","20200306_CTD_N13_150__18S.exp.",NA,NA
"20200306_CTD_N15_100__18S.exp.",119,"20200306_CTD_N15_100","20200306_CTD_N15_100_","20200306_CTD_N15_100_","PS122/3_30-53 CTD_SBE9plus_321","15","","halocline",NA,101.63,-1.4417,34.1052,"CTD","20200306","1000","no","Jeff","2","JBCOLD_1","","1.07","emelia",20201111,"2_22","2012220-1","1_2_A7","","","","","","20200306_CTD_N15_100__16S.exp.","20200306_CTD_N15_100__18S.exp.",NA,NA
"20200306_CTD_N18_50__18S.exp.",120,"20200306_CTD_N18_50","20200306_CTD_N18_50_","20200306_CTD_N18_50_","PS122/3_30-53 CTD_SBE9plus_321","18","","PSW",NA,49.579,-1.8027,33.1078,"CTD","20200306","1000","no","Jeff","2","JBCOLD_1","","1.55","emelia",20201111,"2_23","2012220-1","1_2_A8","","","","","","20200306_CTD_N18_50__16S.exp.","20200306_CTD_N18_50__18S.exp.",NA,NA
"20200306_CTD_N22_10__18S.exp.",121,"20200306_CTD_N22_10","20200306_CTD_N22_10_","20200306_CTD_N22_10_","PS122/3_30-53 CTD_SBE9plus_321","22","","PSW",NA,10.344,-1.8137,33.0742,"CTD","20200306","1000","no","Jeff","2","JBCOLD_1","","1.41","emelia",20201111,"2_24","2012220-1","1_2_A9","","","","","","20200306_CTD_N22_10__16S.exp.","20200306_CTD_N22_10__18S.exp.",NA,NA
"20200310_OC_250m_DNA__18S.exp.",122,"20200310_OC_250m_DNA","20200310_OC_250m_DNA_","20200310_OC_250m_DNA_","PS122/3_31-18 CTD_SBE9plus_935","","methox T0","ASW",NA,252.807,0.9097,34.8113,"CTD","20200310","<1000","no","Jeff","3","JBCOLD_1","","0.403","emelia",20201111,"2_25","2012220-1","1_2_A10","","","","","","20200310_OC_250m_DNA__16S.exp.","20200310_OC_250m_DNA__18S.exp.",NA,NA
"20200310_OC_5m_DNA__18S.exp.",125,"20200310_OC_5m_DNA","20200310_OC_5m_DNA_","20200310_OC_5m_DNA_","PS122/3_31-19 CTD_SBE9plus_935","","methox T0, B12 collection","PSW",NA,5.024,-1.8158,33.1175,"CTD","20200310","<1000","no","Jeff","3","JBCOLD_1","","0.781","emelia",20201111,"2_26","2012220-1","1_2_A11","","","","","","20200310_OC_5m_DNA__16S.exp.","20200310_OC_5m_DNA__18S.exp.",NA,NA
"20200310_OC_5_B12_T0_DNA__18S.exp.",128,"20200310_OC_5_B12_T0_DNA","20200310_OC_5_B12_T0_DNA_","20200310_OC_5_B12_T0_DNA_","PS122/3_31-19 CTD_SBE9plus_935","","B12 T0 DNA","PSW",NA,5.024,-1.8158,33.1175,"experiment","20200311","<1000","no","Jeff","3","JBCOLD_1","","0.916","emelia",20201111,"2_27","2012220-1","1_2_A12","","","","","","20200310_OC_5_B12_T0_DNA__16S.exp.","20200310_OC_5_B12_T0_DNA__18S.exp.",NA,NA
"20200308_OC_ice_DNA__18S.exp.",131,"20200308_OC_ice_DNA","20200308_OC_ice_DNA_","20200308_OC_ice_DNA_","","","methox T0. productive ice from inside OC hut","",NA,NA,NA,NA,"ICE","20200310","<1000","no","Jeff","3","JBCOLD_1","","0.672","emelia",20201111,"2_28","2012220-1","1_2_B1","","","","","","20200308_OC_ice_DNA__16S.exp.","20200308_OC_ice_DNA__18S.exp.",NA,NA
"20191102_CTD_260m_end_DNA_134_18S.exp.",134,"20191102_CTD_260m_end_DNA","20191102_CTD_260m_end_DNA_","20191102_CTD_260m_end_DNA_134","PS122/1_5-59 CTD_SBE9plus_935","1","bag_21_end","",NA,NA,NA,NA,"incubation","20200305","<500","no","Jeff","2","JBCOLD_1","","1.54","emelia",20201111,"2_29","2012220-1","1_2_B2","needs to be resequenced due to naming issue"," A21604-1","20191102_CTD_260m_end_DNA_134","1_1_A3","","20191102_CTD_260m_end_DNA_134_16S.exp.","20191102_CTD_260m_end_DNA_134_18S.exp.",NA,"B"
"20191102_CTD_260m_end_DNA_136_18S.exp.",136,"20191102_CTD_260m_end_DNA","20191102_CTD_260m_end_DNA_","20191102_CTD_260m_end_DNA_136","PS122/1_5-59 CTD_SBE9plus_935","1","bag_22_end","",NA,NA,NA,NA,"incubation","20200305","<500","no","Jeff","2","JBCOLD_1","","1.95","emelia",20201111,"2_30","2012220-1","1_2_B3","needs to be resequenced due to naming issue"," A21604-1","20191102_CTD_260m_end_DNA_136","1_1_A4","","20191102_CTD_260m_end_DNA_136_16S.exp.","20191102_CTD_260m_end_DNA_136_18S.exp.",NA,"B"
"20191102_CTD_160m_end_DNA_138_18S.exp.",138,"20191102_CTD_160m_end_DNA","20191102_CTD_160m_end_DNA_","20191102_CTD_160m_end_DNA_138","PS122/1_5-59 CTD_SBE9plus_935","3","bag_23_end","",NA,NA,NA,NA,"incubation","20200305","<500","no","Jeff","2","JBCOLD_1","","0.954","emelia",20201111,"2_31","2012220-1","1_2_B4","needs to be resequenced due to naming issue"," A21604-1","20191102_CTD_160m_end_DNA_138","1_1_A1","","20191102_CTD_160m_end_DNA_138_16S.exp.","20191102_CTD_160m_end_DNA_138_18S.exp.",NA,NA
"20191102_CTD_160m_end_DNA_140_18S.exp.",140,"20191102_CTD_160m_end_DNA","20191102_CTD_160m_end_DNA_","20191102_CTD_160m_end_DNA_140","PS122/1_5-59 CTD_SBE9plus_935","3","bag_24_end","",NA,NA,NA,NA,"incubation","20200305","<500","no","Jeff","2","JBCOLD_1","","1.16","emelia",20201111,"2_32","2012220-1","1_2_B5","needs to be resequenced due to naming issue"," A21604-1","20191102_CTD_160m_end_DNA_140","1_1_A2","","20191102_CTD_160m_end_DNA_140_16S.exp.","20191102_CTD_160m_end_DNA_140_18S.exp.",NA,"B"
"20191102_CTD_2m_end_DNA_142_18S.exp.",142,"20191102_CTD_2m_end_DNA","20191102_CTD_2m_end_DNA_","20191102_CTD_2m_end_DNA_142","PS122/1_5-59 CTD_SBE9plus_935","6","bag_25_end","",NA,NA,NA,NA,"incubation","20200305","<500","no","Jeff","2","JBCOLD_1","","0.777","emelia",20201111,"2_33","2012220-1","1_2_B6","needs to be resequenced due to naming issue"," A21604-1","20191102_CTD_2m_end_DNA_142","1_1_A5","","20191102_CTD_2m_end_DNA_142_16S.exp.","20191102_CTD_2m_end_DNA_142_18S.exp.",NA,"B"
"20191102_CTD_2m_end_DNA_144_18S.exp.",144,"20191102_CTD_2m_end_DNA","20191102_CTD_2m_end_DNA_","20191102_CTD_2m_end_DNA_144","PS122/1_5-59 CTD_SBE9plus_935","6","bag_26_end","",NA,NA,NA,NA,"incubation","20200305","<500","no","Jeff","2","JBCOLD_1","","1.54","emelia",20201111,"2_34","2012220-1","1_2_B7","needs to be resequenced due to naming issue"," A21604-1","20191102_CTD_2m_end_DNA_144","1_1_A6","","20191102_CTD_2m_end_DNA_144_16S.exp.","20191102_CTD_2m_end_DNA_144_18S.exp.",NA,"B"
